,client_id,variation
27339,1746014,control
27340,766856,test
27341,6152374,control
27342,9327231,control
27343,4300142,control
27344,5896265,test
27345,6318002,test
27346,5025948,control
27347,4728674,test
27348,7831512,control
27349,6569137,control
27350,2424440,control
27351,5445293,test
27352,6940190,test
27353,6511853,test
27354,6382275,test
27355,7510591,test
27356,760039,control
27357,6719433,test
27358,8859794,test
27359,697991,control
27360,5948961,control
27361,3550112,test
27362,7684950,control
27363,4902397,control
27364,7682575,test
27365,8580110,test
27366,3546005,test
27367,9840868,control
27368,9708366,control
27369,6491803,test
27370,8522277,test
27371,8115104,test
27372,3750959,control
27373,7047368,test
27374,6848132,test
27375,190001,test
27376,7702264,control
27377,6347479,test
27378,2280494,control
27379,417189,control
27380,6730435,test
27381,2536817,test
27382,2703469,test
27383,1842611,test
27384,9551824,test
27385,4951184,test
27386,692988,control
27387,5917966,test
27388,7043778,test
27389,4137479,control
27390,4036686,test
27391,7885532,test
27392,7146571,control
27393,1515194,control
27394,1678744,control
27395,608002,control
27396,7480585,control
27397,4820752,test
27398,9932164,test
27399,649624,test
27400,1910439,test
27401,7218441,test
27402,7625763,control
27403,4667358,control
27404,5125164,test
27405,6279812,test
27406,8534233,test
27407,7900829,test
27408,7871843,control
27409,70225,control
27410,2892201,control
27411,8138517,control
27412,7123290,test
27413,1659647,control
27414,3754992,test
27415,8885509,control
27416,1201552,test
27417,7512247,control
27418,7202217,test
27419,1178931,test
27420,7507388,control
27421,6217377,test
27422,8116686,test
27423,8850138,test
27424,2809024,control
27425,5836023,control
27426,1290147,test
27427,4871038,test
27428,7525052,control
27429,6788339,test
27430,3202024,test
27431,5350690,test
27432,9113216,control
27433,6622812,test
27434,9488227,test
27435,2970159,test
27436,1626394,control
27437,2948165,test
27438,9903340,control
27439,8684711,control
27440,7928204,control
27441,6730951,control
27442,5069290,test
27443,7522017,test
27444,8760347,test
27445,8213195,test
27446,5691818,test
27447,1742323,test
27448,2180500,test
27449,7749137,control
27450,6744614,control
27451,3044471,test
27452,4999406,control
27453,6407424,test
27454,9297076,test
27455,3175164,test
27456,9442227,control
27457,2670166,test
27458,1593316,control
27459,5796110,control
27460,3000918,test
27461,3668546,test
27462,918615,control
27463,3241023,control
27464,9616031,test
27465,9291291,control
27466,8009992,test
27467,6978184,control
27468,2641426,control
27469,5503734,test
27470,8593130,test
27471,7851852,test
27472,4767003,control
27473,4064024,test
27474,6358605,test
27475,2782815,control
27476,2785115,test
27477,1172182,control
27478,4999976,control
27479,1494885,test
27480,2199536,test
27481,1750217,control
27482,9269688,test
27483,7733547,control
27484,170383,test
27485,8217726,control
27486,9186415,test
27487,7537182,test
27488,5653005,test
27489,7609239,test
27490,2372059,control
27491,4930608,test
27492,5590652,control
27493,6635695,test
27494,3034709,test
27495,9974418,control
27496,4850132,control
27497,6011502,test
27498,5934113,control
27499,4429076,control
27500,7056854,test
27501,7708064,test
27502,1646892,test
27503,4934696,control
27504,5795460,test
27505,1848852,control
27506,2946784,test
27507,6014775,test
27508,1510545,control
27509,6018915,test
27510,3320692,control
27511,782399,control
27512,2880251,test
27513,3040477,test
27514,4769605,control
27515,7135151,test
27516,8634098,control
27517,4787292,test
27518,4969148,test
27519,3749952,test
27520,9114074,control
27521,1170750,test
27522,5109760,control
27523,3019314,control
27524,2025734,control
27525,8343132,control
27526,1909710,test
27527,3133081,test
27528,8129844,control
27529,1511216,control
27530,9594093,control
27531,1715399,test
27532,6649803,control
27533,4498925,test
27534,1378200,control
27535,34267,control
27536,6019066,test
27537,7681476,control
27538,9297486,test
27539,9229187,control
27540,5873674,control
27541,8095059,control
27542,2848710,test
27543,1980712,test
27544,6395654,test
27545,3905252,test
27546,9509464,test
27547,1232197,test
27548,5230191,control
27549,3112331,test
27550,1279876,control
27551,6671189,test
27552,2021214,control
27553,610338,test
27554,8104112,control
27555,8984143,control
27556,8015856,test
27557,9893114,test
27558,3032968,control
27559,6891366,control
27560,9971928,test
27561,9935398,test
27562,2908364,control
27563,5466411,control
27564,7474303,test
27565,7065902,test
27566,8453834,control
27567,6120879,control
27568,5349495,test
27569,5979202,control
27570,8546815,test
27571,4907333,test
27572,7377886,control
27573,3388462,test
27574,8592151,test
27575,6758941,control
27576,5599344,control
27577,9979358,test
27578,364797,control
27579,3046140,control
27580,2547974,test
27581,5103427,test
27582,7268161,control
27583,5838817,test
27584,2606861,control
27585,1029878,control
27586,7460419,test
27587,6798485,control
27588,1323464,control
27589,4264493,control
27590,9051794,control
27591,7680044,control
27592,1276796,test
27593,7140331,control
27594,7746821,test
27595,4094463,test
27596,5378616,test
27597,5504731,test
27598,9988627,test
27599,490194,control
27600,5696946,control
27601,3142191,test
27602,1077660,control
27603,8562053,test
27604,1902869,test
27605,1436711,test
27606,5705780,control
27607,9506481,control
27608,577051,control
27609,5717707,test
27610,5870289,control
27611,1777983,test
27612,1914389,test
27613,1846569,test
27614,6658101,control
27615,8286876,control
27616,9295921,control
27617,8767818,test
27618,6715249,test
27619,38283,test
27620,2157030,control
27621,7705839,test
27622,7426981,test
27623,2268955,control
27624,7617963,control
27625,7628980,control
27626,144244,control
27627,9553160,test
27628,7425904,control
27629,751629,control
27630,1177211,control
27631,3769397,control
27632,577462,test
27633,6076660,test
27634,3439492,test
27635,620964,test
27636,121029,test
27637,8908629,test
27638,8927810,test
27639,4471245,test
27640,229500,control
27641,3966756,test
27642,5563098,test
27643,789016,test
27644,8643625,control
27645,8693488,test
27646,2249600,test
27647,351690,control
27648,9675284,test
27649,2491135,test
27650,9008521,control
27651,7284084,control
27652,58001,control
27653,8011858,test
27654,9257507,control
27655,2905735,test
27656,9821262,test
27657,6800204,control
27658,8157741,test
27659,1526516,control
27660,4353338,test
27661,3467814,control
27662,8234708,control
27663,2501361,control
27664,6642683,control
27665,7554169,test
27666,9830374,test
27667,2933843,control
27668,2584387,test
27669,3413877,control
27670,3720267,control
27671,7026629,control
27672,6105304,control
27673,1488055,test
27674,1759431,test
27675,5726238,test
27676,2614394,test
27677,4042402,test
27678,4909695,control
27679,3799215,control
27680,449286,test
27681,5743376,control
27682,2384314,control
27683,6316298,control
27684,4973353,control
27685,3478523,test
27686,148448,test
27687,8267456,control
27688,7324324,control
27689,9268742,control
27690,7210502,control
27691,2569255,test
27692,7766714,control
27693,6575899,control
27694,7756519,test
27695,4818367,control
27696,8886146,test
27697,369222,test
27698,1167772,control
27699,5894768,test
27700,9283667,test
27701,3986370,test
27702,6545212,test
27703,4866628,test
27704,6274079,test
27705,2230361,test
27706,6351670,test
27707,259817,test
27708,934958,test
27709,639155,control
27710,760016,control
27711,8862122,test
27712,6685261,test
27713,6076924,control
27714,3106417,test
27715,4064683,control
27716,4983343,control
27717,5098792,control
27718,5633078,test
27719,6464638,test
27720,4653489,test
27721,5664043,test
27722,1828012,control
27723,7000918,test
27724,5730041,control
27725,5657651,control
27726,2843452,test
27727,9118193,control
27728,4557994,test
27729,8563929,control
27730,8251936,test
27731,3950760,test
27732,7002389,control
27733,9737204,test
27734,4784017,control
27735,5791732,control
27736,3425156,control
27737,4259835,test
27738,3826249,test
27739,9251910,control
27740,2644661,control
27741,56294,test
27742,2272471,control
27743,962154,control
27744,1135517,control
27745,9340582,test
27746,6441752,test
27747,3856984,control
27748,7669775,test
27749,4930148,control
27750,1930528,test
27751,8843458,test
27752,1389369,test
27753,2571853,test
27754,7436933,test
27755,9174792,test
27756,945109,test
27757,2003112,test
27758,7733227,test
27759,51902,control
27760,2858813,control
27761,8235834,test
27762,8043664,control
27763,3270533,test
27764,6144971,control
27765,2225879,control
27766,1731479,test
27767,4527524,control
27768,4862163,control
27769,7998714,test
27770,2041839,control
27771,5176605,control
27772,9224100,test
27773,4059624,test
27774,5303546,test
27775,8597536,control
27776,2622340,test
27777,8560404,test
27778,3159251,test
27779,2858890,control
27780,3660919,control
27781,5460204,control
27782,3609111,control
27783,8576259,control
27784,5622575,test
27785,3486930,control
27786,8453429,test
27787,5219742,test
27788,1998440,test
27789,6400565,control
27790,6765532,test
27791,6306786,control
27792,5297031,test
27793,9138956,test
27794,6829825,control
27795,5409972,test
27796,7159204,control
27797,4570653,control
27798,1329194,test
27799,3606496,control
27800,6820668,test
27801,4518867,test
27802,9463951,control
27803,7553621,control
27804,8696949,test
27805,8943719,control
27806,1246546,test
27807,6086740,test
27808,1453196,control
27809,5894048,test
27810,3440822,test
27811,8817053,test
27812,7730310,control
27813,660908,control
27814,3728468,control
27815,8347678,control
27816,9919350,test
27817,6284860,control
27818,1491537,test
27819,4227478,test
27820,6231369,control
27821,1551085,test
27822,3603850,test
27823,396549,test
27824,6275502,control
27825,583178,test
27826,7160458,control
27827,5879526,test
27828,5293569,test
27829,8631773,control
27830,9289457,test
27831,1029090,control
27832,9047674,test
27833,6155943,control
27834,9653920,test
27835,1985549,test
27836,3478652,control
27837,6011700,test
27838,9633577,control
27839,4933458,test
27840,5655882,test
27841,6625127,control
27842,2496847,control
27843,5836594,test
27844,4324850,test
27845,5698185,test
27846,2890662,test
27847,1036960,test
27848,5369674,test
27849,5679620,test
27850,1002662,control
27851,6578740,control
27852,4456068,test
27853,9806438,test
27854,1490700,control
27855,4359068,control
27856,314958,control
27857,5459984,control
27858,6634454,test
27859,4183199,test
27860,9872979,test
27861,1393419,control
27862,5830630,test
27863,8884289,control
27864,2027427,control
27865,5036766,test
27866,2928369,control
27867,2679854,control
27868,9631463,control
27869,4159523,control
27870,58676,control
27871,385052,test
27872,6163995,test
27873,9223987,test
27874,7650184,control
27875,3152986,test
27876,336421,test
27877,6646769,test
27878,3652385,control
27879,7957034,control
27880,1245517,control
27881,8993080,control
27882,2217601,test
27883,7926251,test
27884,9072929,control
27885,4977487,control
27886,8360513,test
27887,3311618,test
27888,2895726,control
27889,5881854,control
27890,7711917,test
27891,7996632,control
27892,2177139,test
27893,2381834,control
27894,5581176,control
27895,2429689,test
27896,8600953,test
27897,2692859,control
27898,8392344,control
27899,8448994,control
27900,48431,control
27901,155526,control
27902,3072907,test
27903,5157144,test
27904,4090544,test
27905,944089,test
27906,1703992,test
27907,1171432,test
27908,7077097,control
27909,8156551,test
27910,3183825,control
27911,3924564,test
27912,3801194,test
27913,4858328,control
27914,9440795,control
27915,4840910,control
27916,2080581,control
27917,6777405,control
27918,6547645,test
27919,886924,test
27920,9185655,test
27921,1518449,test
27922,6294261,test
27923,6708433,test
27924,708151,control
27925,7378177,control
27926,9365834,control
27927,8301761,control
27928,5019653,control
27929,9559293,test
27930,1419548,test
27931,5793413,test
27932,9310803,control
27933,1945598,test
27934,7448941,control
27935,4174906,control
27936,9782101,test
27937,8403267,control
27938,9274602,test
27939,7101029,test
27940,489091,control
27941,6747997,control
27942,768381,control
27943,5258687,control
27944,797239,control
27945,8030541,test
27946,2969107,test
27947,4055781,test
27948,4834461,control
27949,2341060,test
27950,7493759,test
27951,7889828,control
27952,1057612,control
27953,1136521,test
27954,957488,test
27955,5851066,control
27956,6505771,control
27957,6725650,control
27958,6246369,test
27959,2236396,control
27960,6459092,test
27961,3940524,test
27962,9275573,test
27963,4743262,test
27964,2804747,test
27965,6420655,test
27966,5316482,test
27967,7826041,control
27968,511522,control
27969,6479537,control
27970,8446688,test
27971,9944129,test
27972,4545646,test
27973,5869847,control
27974,893686,test
27975,1344512,test
27976,1445747,control
27977,7487451,control
27978,9690614,test
27979,1522042,test
27980,5691218,control
27981,8108159,test
27982,437728,control
27983,5518238,control
27984,4097966,control
27985,6654915,control
27986,2507991,test
27987,322818,control
27988,6207986,test
27989,9559482,test
27990,2060068,test
27991,1436429,test
27992,7655906,control
27993,5782398,test
27994,7091680,test
27995,5440190,control
27996,3649153,test
27997,8348583,test
27998,1033552,test
27999,6948674,control
28000,4869763,control
28001,1435683,test
28002,9886721,test
28003,2285493,control
28004,3423515,test
28005,1132380,test
28006,7981200,test
28007,5090935,test
28008,3040729,test
28009,5811932,test
28010,2656053,control
28011,9892505,control
28012,9278876,control
28013,5956524,control
28014,6621265,control
28015,9998851,test
28016,7492898,test
28017,1230361,control
28018,8906713,test
28019,5982683,test
28020,18660,control
28021,8480506,control
28022,8360296,control
28023,6985019,control
28024,4135204,control
28025,5079054,test
28026,939103,control
28027,9444752,control
28028,6111880,test
28029,8587126,test
28030,3999713,control
28031,7187334,test
28032,6674162,control
28033,4507847,test
28034,6542956,control
28035,9521500,test
28036,1870867,control
28037,6778159,test
28038,3841545,test
28039,410682,test
28040,4834983,test
28041,5209167,control
28042,4663714,control
28043,3933930,control
28044,2846325,control
28045,8207796,test
28046,5938949,test
28047,5120779,control
28048,2440061,control
28049,8668145,control
28050,5532383,control
28051,592140,test
28052,5324820,test
28053,8098846,control
28054,8051395,test
28055,9158093,control
28056,2858455,test
28057,5107674,control
28058,6664483,control
28059,8198121,test
28060,1867167,control
28061,664982,test
28062,2489233,control
28063,1174625,test
28064,3790210,test
28065,4859799,control
28066,9887451,test
28067,447683,control
28068,5432293,control
28069,3722835,test
28070,2760021,control
28071,1556654,control
28072,7035749,control
28073,148099,control
28074,7913825,control
28075,1271716,test
28076,6986408,test
28077,3226254,test
28078,2996782,test
28079,8376983,control
28080,963331,control
28081,4464723,test
28082,2434945,test
28083,6879875,test
28084,2431736,test
28085,8334958,control
28086,9764688,test
28087,3046864,test
28088,6421519,test
28089,1057837,control
28090,6001755,control
28091,9018854,control
28092,943088,control
28093,4536163,control
28094,427013,test
28095,3781410,test
28096,2942135,test
28097,7879083,test
28098,6904228,test
28099,9147181,control
28100,41652,control
28101,672908,control
28102,6419280,test
28103,4315722,test
28104,4116773,control
28105,6064610,control
28106,7313456,test
28107,1965826,control
28108,2068566,test
28109,3719172,test
28110,4869842,test
28111,6193750,control
28112,6671803,control
28113,2891474,test
28114,2956615,test
28115,1113720,control
28116,7052500,test
28117,4288314,test
28118,1827466,test
28119,3684699,test
28120,4028151,test
28121,6059305,test
28122,9991468,control
28123,3756644,control
28124,6237440,test
28125,2290927,control
28126,2340168,control
28127,3009769,test
28128,2286455,control
28129,591020,test
28130,6941992,control
28131,1918474,control
28132,2415092,control
28133,1911636,control
28134,5159193,control
28135,7524965,test
28136,521369,control
28137,5879670,control
28138,2132487,test
28139,4537053,control
28140,2024442,test
28141,9204346,test
28142,5586641,test
28143,9297547,control
28144,7418594,control
28145,2759368,control
28146,1095601,control
28147,488565,test
28148,4337123,test
28149,7387492,test
28150,2250020,test
28151,9269500,control
28152,8509137,test
28153,2482142,control
28154,6099672,control
28155,431651,control
28156,4650340,control
28157,1761728,control
28158,3199195,test
28159,4063880,test
28160,4763853,test
28161,1370785,control
28162,9384038,test
28163,2876027,control
28164,7788941,test
28165,5003158,test
28166,3793239,test
28167,6058229,control
28168,4870945,test
28169,9552879,test
28170,1410142,control
28171,631044,control
28172,8368543,test
28173,8424664,control
28174,984576,test
28175,3637652,control
28176,8188609,control
28177,8296273,control
28178,5979341,test
28179,1399675,control
28180,1482734,test
28181,1617112,control
28182,7175253,test
28183,6034953,test
28184,7968493,test
28185,3805229,test
28186,3127374,control
28187,9566397,test
28188,7862527,test
28189,6858280,control
28190,523530,test
28191,265715,test
28192,6814614,test
28193,7781717,test
28194,8179872,control
28195,8540997,control
28196,9212898,test
28197,7830689,control
28198,9978295,test
28199,4668962,test
28200,1006286,test
28201,1260955,control
28202,5250412,test
28203,3159769,test
28204,5345538,test
28205,8844116,test
28206,9739339,control
28207,2122247,control
28208,6482951,control
28209,8189521,control
28210,5331374,test
28211,8207575,control
28212,6865229,control
28213,2859899,control
28214,7018631,control
28215,5255174,control
28216,5553120,test
28217,7599966,control
28218,1565481,test
28219,4865974,test
28220,6169793,control
28221,1078722,control
28222,8316729,control
28223,1941162,control
28224,3428833,test
28225,2101980,test
28226,375834,control
28227,3493690,control
28228,313763,control
28229,4058168,control
28230,2079061,test
28231,8560277,test
28232,442340,test
28233,6485924,control
28234,6523149,test
28235,1867524,test
28236,8704483,control
28237,2204585,control
28238,3933965,test
28239,8847290,control
28240,4820960,control
28241,5096776,test
28242,2146904,test
28243,3016960,test
28244,9656157,test
28245,8757252,test
28246,2514528,test
28247,3544864,control
28248,5883088,test
28249,6610231,test
28250,4337357,control
28251,5227926,test
28252,8193841,test
28253,4025570,test
28254,4681062,test
28255,5403497,control
28256,1553187,test
28257,9974154,test
28258,5253326,test
28259,4834157,control
28260,2987813,control
28261,4158999,test
28262,8513018,control
28263,4830627,test
28264,3922923,control
28265,3078858,test
28266,3856683,control
28267,1648608,test
28268,4809494,test
28269,1273976,test
28270,2605545,control
28271,9844979,control
28272,9916,test
28273,7673681,test
28274,581041,test
28275,1496831,test
28276,432606,control
28277,3201142,control
28278,8225466,test
28279,6578074,test
28280,7565373,test
28281,4583214,control
28282,2687251,test
28283,1334820,control
28284,4649308,control
28285,189571,control
28286,5294139,control
28287,9147600,test
28288,8666628,test
28289,3484121,test
28290,118358,control
28291,4912890,test
28292,8615702,control
28293,4484,test
28294,5145887,control
28295,8118015,control
28296,6760620,control
28297,7674595,test
28298,407759,test
28299,3487866,control
28300,8609870,control
28301,6007896,test
28302,9285583,test
28303,5927068,control
28304,7675087,control
28305,4584184,test
28306,535673,control
28307,2903383,test
28308,252667,test
28309,1345582,test
28310,745711,test
28311,1054916,test
28312,9880179,test
28313,1155076,control
28314,1434262,control
28315,7018373,control
28316,4282357,test
28317,4260291,test
28318,2473930,test
28319,8803177,control
28320,2073037,test
28321,3765844,test
28322,9164530,control
28323,4924256,control
28324,9837208,control
28325,7588886,test
28326,6666681,control
28327,3232821,test
28328,428109,test
28329,9335590,test
28330,2479632,control
28331,974323,test
28332,8781747,test
28333,6218285,test
28334,1825507,test
28335,6751813,test
28336,5657394,test
28337,6783693,control
28338,6309469,test
28339,8990730,test
28340,7035093,test
28341,1115010,test
28342,5533046,control
28343,4266004,test
28344,3235809,test
28345,5130944,test
28346,9083361,control
28347,7828726,test
28348,7421288,control
28349,6827687,test
28350,6803274,control
28351,5596531,control
28352,2440065,control
28353,5384175,test
28354,8518108,control
28355,9287131,test
28356,2337168,control
28357,647,test
28358,9130095,test
28359,4055484,control
28360,7034453,control
28361,8310123,test
28362,8098497,control
28363,7923758,control
28364,6545883,test
28365,1679573,control
28366,4130172,test
28367,9177979,test
28368,9888783,test
28369,2846471,control
28370,8625102,test
28371,5133112,control
28372,4773363,control
28373,6926480,control
28374,2271164,test
28375,110288,test
28376,4839425,control
28377,3258934,control
28378,5755063,test
28379,4993371,test
28380,6953767,control
28381,6179063,test
28382,5491826,control
28383,3631101,control
28384,8521346,test
28385,797410,test
28386,1511438,control
28387,3870924,test
28388,9551583,test
28389,681269,test
28390,5555790,control
28391,292316,test
28392,5139805,test
28393,4685092,test
28394,6521082,test
28395,9779287,control
28396,3084938,test
28397,5168225,control
28398,9303642,control
28399,8052264,control
28400,6626469,test
28401,6243085,control
28402,3208442,test
28403,6534594,test
28404,8696471,control
28405,8918002,test
28406,6564602,test
28407,5097988,test
28408,4329001,test
28409,3734268,test
28410,3695333,control
28411,7030424,control
28412,3036360,control
28413,1163229,test
28414,1967574,test
28415,8771156,control
28416,2207194,control
28417,864378,test
28418,4059220,control
28419,3066917,control
28420,3951235,test
28421,3224761,test
28422,5661956,control
28423,467409,test
28424,1583051,control
28425,7884221,control
28426,6809872,control
28427,392459,test
28428,6295796,control
28429,9825529,test
28430,1354988,control
28431,6584771,test
28432,5385254,test
28433,4307622,test
28434,9402694,control
28435,7565783,test
28436,26105,test
28437,9244153,control
28438,4928873,test
28439,6444310,control
28440,6950569,control
28441,1406623,control
28442,2660822,test
28443,6321387,test
28444,2779383,control
28445,4581219,control
28446,9257975,test
28447,5764579,control
28448,2214131,control
28449,6038666,test
28450,7920394,test
28451,9659405,control
28452,6417444,test
28453,5989925,test
28454,801206,control
28455,146205,control
28456,2567155,test
28457,4988214,test
28458,6951699,control
28459,8628870,control
28460,4671118,test
28461,4740171,test
28462,9592984,test
28463,3113411,control
28464,2452704,control
28465,4651414,test
28466,3455403,test
28467,3346321,test
28468,8139839,control
28469,8057726,control
28470,567010,control
28471,9037822,control
28472,3539265,control
28473,5932743,control
28474,6895833,test
28475,1001101,test
28476,3984566,control
28477,394629,test
28478,5815996,control
28479,6026701,test
28480,1264732,test
28481,848708,control
28482,614793,control
28483,3135355,test
28484,225062,control
28485,2561603,control
28486,8538371,control
28487,618725,test
28488,6780449,control
28489,6868337,test
28490,1494303,control
28491,4219512,test
28492,8541230,test
28493,6487753,control
28494,5874365,test
28495,9370276,test
28496,4480133,control
28497,2496055,control
28498,8456308,test
28499,3035523,test
28500,6857321,test
28501,9390306,control
28502,1572656,control
28503,6013375,control
28504,719883,control
28505,7015396,test
28506,6650627,control
28507,9887604,control
28508,7996810,control
28509,6198294,test
28510,1378191,test
28511,5056326,control
28512,9565543,control
28513,4270276,test
28514,451805,control
28515,9368637,control
28516,147316,control
28517,8046472,test
28518,4966245,control
28519,3948065,control
28520,9814833,control
28521,2056534,control
28522,5351413,test
28523,4601112,control
28524,5095048,control
28525,6747044,control
28526,7821049,control
28527,6618240,test
28528,1972168,test
28529,124614,test
28530,3298633,control
28531,8921152,control
28532,5100842,control
28533,8587319,control
28534,2294048,control
28535,6371557,control
28536,7621143,control
28537,4057296,control
28538,130952,test
28539,2636290,test
28540,2590779,control
28541,2431205,control
28542,3597029,test
28543,4783085,test
28544,6524118,test
28545,305138,control
28546,7558128,test
28547,4401157,test
28548,2102662,test
28549,2122128,test
28550,9600414,control
28551,7535944,test
28552,6670895,test
28553,7848790,test
28554,259061,control
28555,8262020,test
28556,406039,test
28557,8832552,test
28558,8609264,test
28559,455078,test
28560,5260896,control
28561,4997941,control
28562,7155688,control
28563,9893613,control
28564,6535901,test
28565,8094315,test
28566,2467238,control
28567,3156612,test
28568,4341826,control
28569,5301524,control
28570,2413185,control
28571,7624052,test
28572,6735878,test
28573,8833500,control
28574,753497,control
28575,2152047,test
28576,2156245,control
28577,4276469,test
28578,2662280,test
28579,7424578,test
28580,6935603,test
28581,7764616,control
28582,8145262,test
28583,8413298,control
28584,5671912,control
28585,117621,control
28586,1788204,test
28587,1939527,test
28588,4885619,test
28589,5479150,control
28590,9740305,control
28591,9325737,control
28592,6588167,control
28593,216445,control
28594,3397622,test
28595,6679118,test
28596,7845538,control
28597,9823613,control
28598,8407612,test
28599,2210369,control
28600,40283,test
28601,6101609,control
28602,1681498,control
28603,206871,test
28604,142695,test
28605,1106518,control
28606,8107974,test
28607,938741,test
28608,4071492,control
28609,3736142,test
28610,6826096,test
28611,6785480,test
28612,7396897,control
28613,7258457,test
28614,6813752,test
28615,2127772,test
28616,5037815,control
28617,852877,test
28618,2774365,control
28619,62498,control
28620,3429201,control
28621,2651828,test
28622,6324016,control
28623,9783422,test
28624,9250672,test
28625,9267164,control
28626,5731147,test
28627,9862146,control
28628,6346538,test
28629,6742547,test
28630,5579581,test
28631,6623011,test
28632,7321048,test
28633,7567165,control
28634,7537056,test
28635,4224830,control
28636,16549,control
28637,72074,test
28638,3677321,control
28639,8442966,control
28640,9364729,test
28641,556046,test
28642,5321897,test
28643,2299180,control
28644,3561382,control
28645,7966133,test
28646,7304695,test
28647,1556209,control
28648,4330745,control
28649,4396676,control
28650,7363662,test
28651,7528170,test
28652,5104552,test
28653,9462213,test
28654,3787037,control
28655,4323886,control
28656,9160043,test
28657,4557510,test
28658,7189695,test
28659,4394027,control
28660,6659541,test
28661,209532,control
28662,260727,test
28663,3640050,test
28664,6504363,test
28665,8632535,test
28666,3201068,test
28667,1091725,control
28668,2896887,control
28669,2639289,control
28670,1758289,control
28671,9711004,test
28672,6683468,control
28673,7541202,test
28674,2792508,control
28675,1752228,control
28676,6238365,test
28677,4314735,test
28678,4771742,test
28679,9742169,control
28680,8646822,test
28681,1350115,control
28682,9323446,control
28683,4750401,test
28684,9832488,test
28685,3577138,test
28686,6804761,test
28687,4460301,test
28688,7607365,test
28689,6071724,control
28690,9689259,control
28691,3432305,control
28692,7356175,control
28693,3919386,test
28694,7462323,control
28695,600221,test
28696,4819175,test
28697,7623562,control
28698,4617245,control
28699,7383801,test
28700,5200509,control
28701,1878871,test
28702,4462647,test
28703,2996184,control
28704,2258357,control
28705,7959734,control
28706,1544430,test
28707,5847269,control
28708,5514240,test
28709,771061,test
28710,4882043,control
28711,5687525,control
28712,5897504,control
28713,7546968,test
28714,3172471,test
28715,5215088,control
28716,4672667,control
28717,9722282,control
28718,200308,test
28719,2249509,test
28720,4450397,control
28721,1447441,control
28722,3173931,test
28723,526852,control
28724,3203744,test
28725,6409774,test
28726,9409443,control
28727,781811,test
28728,741561,test
28729,32746,test
28730,2646813,control
28731,3989454,test
28732,1105016,test
28733,2876859,test
28734,4632182,control
28735,8720490,control
28736,9164959,test
28737,9745902,control
28738,7102262,control
28739,2179845,control
28740,6286291,control
28741,3638086,test
28742,2661111,control
28743,5468697,test
28744,1002215,control
28745,1263238,test
28746,1129041,control
28747,4870905,control
28748,5478229,test
28749,4093095,test
28750,6901638,control
28751,8630577,test
28752,7039635,test
28753,8881896,control
28754,9416016,test
28755,9278592,test
28756,7112502,control
28757,2209920,test
28758,4755991,control
28759,34501,control
28760,2218915,test
28761,4020788,control
28762,8864170,control
28763,1608794,control
28764,9109142,control
28765,8307496,control
28766,7293836,test
28767,828638,test
28768,6672662,control
28769,4010832,control
28770,765875,test
28771,6490161,test
28772,9378588,test
28773,2850353,test
28774,9307063,test
28775,6279664,control
28776,4930919,test
28777,861217,test
28778,2858874,control
28779,4302941,control
28780,3987115,test
28781,9525241,test
28782,7922586,test
28783,1033745,test
28784,2072025,test
28785,3968117,test
28786,5567727,control
28787,6380010,control
28788,6595036,control
28789,1102877,test
28790,1371895,test
28791,1664571,control
28792,5628601,control
28793,6637789,test
28794,7759679,test
28795,8334353,control
28796,8534878,control
28797,7196862,test
28798,3011825,control
28799,3983119,control
28800,419610,control
28801,6157552,test
28802,9344945,test
28803,6263784,test
28804,284427,test
28805,2940782,control
28806,4777731,control
28807,7644619,test
28808,5486491,control
28809,5559421,control
28810,3030068,control
28811,1856181,control
28812,900681,test
28813,7148895,test
28814,713054,control
28815,2684169,test
28816,2293253,test
28817,6071985,control
28818,2196302,test
28819,9026435,control
28820,3872764,test
28821,7320092,control
28822,1982897,test
28823,7475284,test
28824,9988960,control
28825,7571648,control
28826,8001103,control
28827,6025281,control
28828,437817,control
28829,6944354,test
28830,2881524,test
28831,7328869,test
28832,3907225,test
28833,4598396,control
28834,5582954,control
28835,5836916,test
28836,929350,control
28837,5510017,control
28838,5038429,control
28839,7949757,control
28840,4467891,control
28841,9714870,test
28842,1755830,test
28843,1991753,control
28844,465564,control
28845,4275501,test
28846,8776754,test
28847,3610837,test
28848,7329966,test
28849,4502426,control
28850,4905102,test
28851,3179231,test
28852,528117,control
28853,6099011,control
28854,8536418,control
28855,544681,test
28856,3615947,control
28857,9784284,control
28858,5707486,control
28859,1956921,control
28860,2682091,control
28861,3881256,test
28862,4542144,control
28863,9251955,test
28864,6003230,test
28865,5007479,control
28866,8840854,control
28867,5877948,test
28868,4914626,control
28869,1143562,control
28870,9120702,test
28871,6901068,test
28872,3495838,test
28873,8239889,control
28874,7862915,test
28875,7851008,control
28876,2337961,control
28877,9183251,test
28878,4245137,control
28879,8750153,test
28880,2894722,control
28881,7749478,test
28882,2244759,control
28883,142579,control
28884,5328856,control
28885,5482499,test
28886,5384676,test
28887,9450972,control
28888,4203023,test
28889,3634458,control
28890,3959645,test
28891,8037374,control
28892,9801953,control
28893,826259,test
28894,9642462,control
28895,3110411,test
28896,1535483,control
28897,5554534,control
28898,7795403,control
28899,192775,test
28900,6784733,control
28901,5209064,test
28902,327539,test
28903,4303935,control
28904,1397874,test
28905,4201434,control
28906,8687548,test
28907,8198551,control
28908,4760752,control
28909,7528628,test
28910,5490692,control
